truckingcompanyid,productid,distanceinmiles,fuelcost,linehaulcost,source,destination
8299,20,2335.68,6.04,180.49,Washington,Virginia Beach
8839,15,3406.2,5.03,127.38,Raleigh,Philadelphia
3202,9,778.56,4.38,660.03,Philadelphia,Columbus
7280,3,2530.32,4.78,67.16,Minneapolis,Washington
5348,4,1557.12,5.5,168.73,Austin,Las Vegas
3249,15,486.6,5.6,1998.09,Dallas,Columbus
6090,21,1849.08,6.75,212.33,Houston,Nashville
8756,17,681.24,4.89,735.76,Las Vegas,Washington
6263,16,2919.6,4.33,166.92,Tucson,Chicago
7975,8,973.2,3.45,1314.65,Detroit,Fresno
8858,21,1751.76,5.92,411.47,Oklahoma City,San Antonio
7204,12,2141.04,4.16,49.05,Omaha,Seattle
4551,18,486.6,3.21,203.8,Sacramento,Milwaukee
9258,15,583.92,5.1,2118.17,Sacramento,Miami
6830,17,973.2,6.32,849.17,Fort Worth,Chicago
6101,10,778.56,5.79,1618.92,Colorado Springs,Milwaukee
4159,2,389.28,4.99,990.17,Long Beach,Colorado Springs
9989,21,778.56,5.95,1071.22,Fresno,Portland
3792,9,2530.32,4.24,88.08,El Paso,Tampa
7625,1,2335.68,5.36,258.47,Colorado Springs,Charlotte
9893,4,1265.16,4.39,814.88,Miami,Louisville
2897,4,194.64,3.39,2934.4,Raleigh,Colorado Springs
5532,13,1070.52,4.88,200.61,Mesa,Minneapolis
2211,20,2724.96,7.2,101.89,Baltimore,Los Angeles
5729,24,2335.68,5.57,361.73,Long Beach,Denver
5318,23,1849.08,3.91,503.7,Portland,Oakland
1306,11,97.32,6.02,9453.7,Atlanta,Sacramento
4566,4,486.6,5.76,704.15,Atlanta,Miami
7859,20,2335.68,3.43,106.38,Boston,Oakland
9167,6,2043.72,5.37,163.3,Las Vegas,Tampa
7979,4,681.24,4.2,73.08,Louisville,Sacramento
4047,11,2822.28,6.46,99.92,Kansas City,Dallas
2081,22,291.96,4.53,838.92,Sacramento,Colorado Springs
9116,13,389.28,8.36,2529.59,Houston,San Diego
2951,22,1070.52,6.36,143.69,Indianapolis,Philadelphia
1309,14,97.32,6.87,4603.67,Oklahoma City,Detroit
5117,23,4184.76,7.12,70.76,San Antonio,New Orleans
5271,23,583.92,7.17,2843.22,Columbus,Washington
6919,7,1362.48,4.87,151.91,Las Vegas,Fort Worth
9351,14,4476.72,6.05,255.72,Tampa,Los Angeles
7648,15,486.6,6.07,516.63,Houston,Dallas
9012,23,2822.28,3.89,571.83,Washington,Arlington
9548,8,291.96,5.54,476.74,Omaha,Atlanta
6660,5,389.28,5.85,345.91,Miami,Minneapolis
4347,22,778.56,6.2,1766.55,Denver,Austin
1378,24,681.24,6.03,365.32,Oklahoma City,Albuquerque
3806,20,1070.52,6.88,294.56,Nashville,Jacksonville
9565,15,291.96,4.25,1995.21,Washington,Nashville
6831,17,486.6,5.03,987.73,Fort Worth,San Diego
4436,14,1946.4,5.71,382.59,San Jose,Baltimore
9486,6,1070.52,5.23,92.23,Sacramento,Tulsa
6243,5,2627.64,5.3,142.39,Washington,Tulsa
8464,10,1070.52,6.03,159.72,Tulsa,Sacramento
7272,8,1946.4,5.18,131.32,Detroit,Houston
9909,3,1557.12,6.47,112.54,Austin,Las Vegas
7523,24,291.96,6.62,2015.08,Virginia Beach,Raleigh
5231,23,3016.92,6.0,338.69,New Orleans,Denver
2036,4,291.96,3.58,1280.44,Oakland,Miami
8120,21,3698.16,4.53,123.95,Houston,Miami
5227,18,2530.32,4.57,67.07,Virginia Beach,Seattle
7015,15,1849.08,5.69,490.61,Albuquerque,Fort Worth
9911,17,97.32,5.28,3899.83,Detroit,Nashville
6202,19,1654.44,5.78,242.19,Milwaukee,Columbus
9214,7,1751.76,5.23,238.44,Austin,Louisville
9822,10,681.24,5.41,1111.91,Nashville,San Francisco
7490,12,291.96,7.29,178.13,Mesa,Kansas City
3408,19,1459.8,4.84,752.73,Washington,Phoenix
1974,20,875.88,4.91,101.68,Sacramento,Oakland
5671,23,486.6,5.31,1595.0,Virginia Beach,Arlington
5910,13,2335.68,4.85,410.4,Albuquerque,San Diego
4932,15,2627.64,4.03,437.87,Tulsa,Washington
2258,13,194.64,5.9,627.6,Tucson,Mesa
9817,23,2335.68,6.11,93.21,Arlington,Oklahoma City
4819,4,973.2,4.72,285.6,Tampa,Kansas City
2650,13,3016.92,6.93,66.37,Dallas,Omaha
1013,1,2822.28,5.48,392.8,Raleigh,Jacksonville
9158,16,3308.88,5.17,89.54,Dallas,Long Beach
5492,4,2919.6,6.36,270.77,Fresno,Houston
9280,11,681.24,6.8,609.7,San Francisco,Nashville
6911,5,875.88,4.63,245.65,Philadelphia,Charlotte
9230,24,4574.04,5.46,46.15,Chicago,New Orleans
9123,4,1265.16,6.67,475.29,Memphis,Charlotte
2722,14,3503.52,4.37,163.72,Minneapolis,San Jose
2442,7,1849.08,5.44,223.92,Atlanta,Seattle
4488,4,2141.04,7.14,312.48,Houston,Portland
1463,6,291.96,4.64,2584.71,Fort Worth,San Francisco
1041,21,681.24,6.29,503.97,Miami,Arlington
1169,15,1459.8,5.25,608.58,Baltimore,Oakland
7424,20,2919.6,6.19,140.57,Indianapolis,Tulsa
8747,16,3892.8,5.01,342.27,Dallas,Arlington
5333,9,778.56,4.56,1321.38,Fresno,Portland
5419,9,1751.76,5.56,311.6,Arlington,Milwaukee
8850,1,1070.52,6.91,305.96,Sacramento,Oklahoma City
4904,14,875.88,5.15,622.1,Los Angeles,Austin
8425,20,3016.92,4.92,126.28,San Francisco,Tulsa
5219,9,1654.44,4.44,58.42,Memphis,Austin
3761,15,1557.12,5.49,200.55,San Antonio,Nashville
4865,16,486.6,5.68,1577.94,Atlanta,Miami
6729,11,1654.44,6.32,273.37,Milwaukee,Columbus
7261,3,1557.12,6.42,505.78,Fresno,Seattle
9397,7,1362.48,6.49,990.2,Austin,Oklahoma City
8662,19,3308.88,4.87,207.83,Charlotte,Arlington
7406,6,1070.52,3.96,101.86,Atlanta,Portland
6323,15,3016.92,5.03,167.04,Fresno,Chicago
2608,5,681.24,6.58,612.05,Portland,Tucson
5593,6,486.6,3.49,1144.62,Chicago,San Diego
8781,24,1849.08,5.23,774.49,Oklahoma City,Philadelphia
5624,13,2335.68,7.88,375.0,Dallas,Tucson
7704,5,1459.8,6.08,239.43,Washington,Phoenix
9772,21,681.24,7.34,630.63,Miami,Arlington
2517,22,194.64,6.32,3378.68,Charlotte,Indianapolis
7005,10,1946.4,4.98,277.93,Sacramento,San Francisco
3187,16,1946.4,5.51,101.09,Indianapolis,Atlanta
8622,15,1362.48,5.42,810.35,Mesa,Boston
9812,19,1849.08,5.57,599.68,Jacksonville,Milwaukee
5049,18,1751.76,2.79,250.78,Fresno,San Francisco
3576,12,3211.56,5.21,194.26,New Orleans,Indianapolis
1673,3,194.64,6.29,1255.09,Seattle,Washington
1441,16,2627.64,6.19,70.29,Miami,Charlotte
9955,12,1265.16,5.76,248.11,Nashville,Sacramento
9577,20,973.2,5.48,286.08,San Francisco,Portland
2693,13,973.2,6.27,142.65,El Paso,Jacksonville
1123,17,4087.44,3.65,131.74,Los Angeles,Virginia Beach
5710,12,2919.6,7.01,205.82,Denver,Arlington
9296,3,2043.72,6.14,210.64,Baltimore,Dallas
3521,24,3503.52,6.27,100.18,Tulsa,Austin
5207,6,681.24,6.78,450.78,Jacksonville,Phoenix
8736,6,1362.48,6.66,164.27,Albuquerque,Seattle
2801,19,2141.04,5.86,78.07,Fresno,Jacksonville
1286,21,1362.48,4.06,119.58,Dallas,Nashville
7816,16,681.24,4.72,450.07,Albuquerque,Colorado Springs
3863,20,1946.4,5.14,978.84,Oklahoma City,Oakland
5775,22,1849.08,5.89,92.48,Fresno,Charlotte
6678,4,389.28,5.07,783.32,Fresno,Baltimore
8494,6,1362.48,5.03,826.5,Washington,Fresno
6273,21,1557.12,6.94,575.13,San Antonio,Nashville
9703,11,486.6,4.51,245.5,Houston,Dallas
6355,1,1459.8,4.38,633.92,San Diego,Nashville
7354,21,875.88,3.46,521.04,Tulsa,Kansas City
1795,1,681.24,4.69,105.44,Raleigh,Tampa
5822,4,2141.04,4.69,385.43,Nashville,Oakland
8197,19,2919.6,5.34,62.6,Omaha,San Jose
2014,1,1459.8,6.89,526.5,San Francisco,Milwaukee
3664,23,973.2,6.48,616.04,San Francisco,Philadelphia
5934,11,1070.52,5.81,75.18,Colorado Springs,Memphis
1506,21,486.6,3.72,1242.72,Oakland,New Orleans
9905,11,875.88,4.41,1027.99,Detroit,Charlotte
8746,11,3406.2,6.42,49.72,San Diego,Long Beach
1147,5,1265.16,5.2,207.37,Indianapolis,Baltimore
4001,2,2530.32,6.28,168.04,Chicago,Louisville
2124,10,778.56,5.89,1467.43,Chicago,Austin
8063,14,486.6,5.62,666.36,Indianapolis,El Paso
8598,22,2238.36,6.07,770.66,Atlanta,Columbus
8775,4,389.28,5.85,602.08,Charlotte,Denver
9759,17,2238.36,4.4,234.91,Omaha,Indianapolis
7773,23,2627.64,5.85,284.4,Baltimore,Chicago
3886,12,2335.68,5.53,106.39,Memphis,Houston
4310,1,1167.84,4.28,51.13,Louisville,Raleigh
6829,6,2822.28,5.37,35.11,Long Beach,Columbus
7933,8,2627.64,6.86,626.24,Charlotte,Miami
3351,5,97.32,3.65,3861.29,Arlington,New Orleans
1453,16,194.64,6.56,4769.55,Memphis,Baltimore
3048,6,1654.44,4.55,473.83,Las Vegas,Virginia Beach
9508,11,875.88,5.92,223.22,Memphis,Denver
3576,23,389.28,5.6,139.8,San Francisco,Washington
1563,1,1362.48,4.58,459.5,Jacksonville,Portland
6080,1,778.56,5.95,1174.95,San Jose,Seattle
5071,5,973.2,5.91,372.89,Sacramento,Portland
9588,13,2530.32,5.49,81.18,San Francisco,Miami
8085,23,1362.48,4.61,415.01,Memphis,Miami
4066,23,2043.72,4.49,323.58,Minneapolis,Oklahoma City
9659,2,2433.0,6.99,366.24,San Jose,Mesa
6935,24,778.56,5.6,200.15,Sacramento,Memphis
4928,9,1167.84,6.71,1042.41,Charlotte,Las Vegas
5935,14,3114.24,5.1,385.57,Chicago,Mesa
7849,18,2724.96,5.81,104.6,Long Beach,Charlotte
7492,10,778.56,5.24,175.23,Los Angeles,San Jose
6651,12,486.6,4.77,525.97,San Antonio,Los Angeles
9394,10,4379.4,4.7,110.67,Tulsa,Los Angeles
5800,2,1654.44,3.57,244.99,Omaha,Nashville
1889,22,1849.08,5.68,521.83,Long Beach,Detroit
1734,7,389.28,4.98,1302.51,Colorado Springs,Mesa
5975,21,2724.96,6.5,269.07,Tampa,Washington
9696,9,875.88,6.41,885.13,Milwaukee,El Paso
5782,17,1751.76,5.55,824.56,Nashville,Phoenix
8869,4,681.24,4.69,789.94,Milwaukee,Detroit
4714,13,389.28,6.03,602.0,Austin,Charlotte
8251,7,2335.68,4.76,367.6,Nashville,Tulsa
2066,4,583.92,4.52,126.83,El Paso,San Francisco
8148,23,1849.08,5.53,417.72,Columbus,Tucson
9749,22,2822.28,5.3,141.9,Sacramento,San Antonio
9115,21,389.28,5.35,311.58,Atlanta,Raleigh
6787,17,2238.36,4.03,220.51,Kansas City,Charlotte
6612,12,583.92,5.22,1486.91,Jacksonville,Philadelphia
6702,24,486.6,4.33,207.09,Atlanta,Miami
8945,15,1849.08,4.81,113.0,Washington,Colorado Springs
5045,10,583.92,4.85,196.2,Mesa,Louisville
8146,6,875.88,5.4,1013.31,Memphis,Denver
8888,9,3892.8,5.42,319.75,Oakland,Phoenix
1918,20,875.88,4.76,931.63,Austin,Washington
5640,23,3990.12,2.61,139.31,Los Angeles,Long Beach
8251,8,778.56,7.62,1691.24,Washington,Memphis
6759,5,1362.48,5.82,52.56,Tulsa,Tucson
9668,6,3016.92,6.0,147.95,Minneapolis,Charlotte
4569,13,1459.8,4.96,357.12,Los Angeles,Indianapolis
1473,19,875.88,8.34,581.49,Mesa,Virginia Beach
6273,16,1654.44,5.52,613.4,Arlington,Albuquerque
9119,19,583.92,6.7,1316.0,Atlanta,Milwaukee
1067,12,681.24,3.58,827.01,El Paso,Louisville
5142,12,1654.44,7.57,139.16,Milwaukee,Tampa
1425,9,3795.48,6.08,136.29,Chicago,Miami
7191,4,973.2,5.22,752.76,Omaha,New Orleans
3032,4,973.2,6.8,1343.97,Las Vegas,Indianapolis
4013,8,1946.4,5.39,319.5,Mesa,Charlotte
9142,13,291.96,6.47,314.56,Long Beach,Omaha
4306,3,778.56,6.23,1070.87,Oakland,Atlanta
6917,15,3795.48,5.46,81.08,Tampa,Dallas
1639,21,2335.68,6.65,606.46,Sacramento,Jacksonville
2984,9,583.92,4.94,154.32,Boston,Charlotte
4990,20,1946.4,4.76,231.46,Indianapolis,Atlanta
7100,19,1751.76,8.53,242.92,Columbus,Albuquerque
9110,20,875.88,4.68,56.8,Long Beach,Fresno
7137,24,2433.0,5.09,92.77,Indianapolis,Miami
4803,8,4476.72,4.52,182.14,Arlington,Chicago
5376,21,973.2,4.54,989.26,San Antonio,Indianapolis
3867,10,3406.2,4.76,278.88,Austin,Minneapolis
1123,5,4087.44,6.81,292.11,Oakland,Chicago
2764,8,2627.64,5.54,448.38,San Antonio,Fresno
9519,19,291.96,6.33,595.52,Tucson,Sacramento
5417,3,2043.72,5.72,139.44,Albuquerque,Austin
2212,16,389.28,5.21,757.52,Tucson,Atlanta
4907,24,1167.84,4.81,71.37,Kansas City,Portland
4541,5,4574.04,4.4,76.17,Chicago,New Orleans
2795,1,97.32,5.54,8749.07,Philadelphia,Phoenix
9472,12,3406.2,6.41,174.74,Atlanta,Los Angeles
5516,1,1557.12,6.97,1010.74,Mesa,Denver
2106,1,583.92,5.57,373.03,Detroit,Baltimore
6276,14,291.96,6.17,1799.97,Fort Worth,San Jose
3083,11,3114.24,5.14,248.29,Chicago,Mesa
5038,24,2822.28,3.87,135.62,Los Angeles,Milwaukee
4764,10,973.2,4.87,321.97,Jacksonville,El Paso
7431,10,2530.32,6.04,57.63,Boston,Tulsa
6776,5,583.92,5.79,820.81,Long Beach,Atlanta
6763,13,2530.32,6.23,60.47,Dallas,Mesa
3609,15,1654.44,5.37,240.25,Seattle,Mesa
1616,7,291.96,5.45,954.69,Indianapolis,Columbus
2954,1,2530.32,5.54,200.26,San Antonio,Tucson
9023,3,1946.4,4.99,54.23,Tulsa,Las Vegas
2144,20,1654.44,4.11,255.17,Raleigh,Detroit
9038,21,2724.96,3.89,105.61,Boston,Arlington
4851,23,973.2,6.26,618.78,Charlotte,Phoenix
6353,24,1070.52,6.73,128.4,Memphis,Indianapolis
4951,23,1751.76,4.07,38.41,Tampa,Baltimore
5756,23,1751.76,7.17,136.06,Raleigh,Nashville
3344,1,1557.12,6.98,445.7,Long Beach,Las Vegas
5727,2,2530.32,5.41,655.52,Louisville,Chicago
3776,5,1751.76,5.42,327.8,Arlington,Milwaukee
2076,6,778.56,6.47,83.38,Washington,Memphis
3672,14,778.56,4.46,589.01,San Antonio,Charlotte
4959,21,1557.12,6.81,500.06,Memphis,Virginia Beach
7753,1,4087.44,6.1,28.16,New Orleans,San Diego
2615,20,681.24,6.19,1181.02,Arlington,Miami
2056,3,2043.72,5.03,302.51,Portland,Tulsa
6607,16,2141.04,5.28,268.88,Portland,Houston
8798,10,486.6,6.09,3321.2,Jacksonville,Indianapolis
6179,2,2335.68,6.49,261.78,Jacksonville,Sacramento
9419,13,2627.64,7.25,89.36,Long Beach,San Francisco
5321,3,1849.08,5.39,188.74,Fresno,Charlotte
9846,2,3308.88,5.09,121.59,Tulsa,Fort Worth
7892,18,3990.12,7.01,29.64,Tulsa,Philadelphia
5730,3,973.2,6.05,125.79,Columbus,Houston
1864,18,681.24,4.39,185.53,Philadelphia,Fort Worth
6801,18,2238.36,6.02,624.85,Arlington,Portland
5122,20,2627.64,4.7,29.59,Albuquerque,Phoenix
8069,5,97.32,5.69,7366.36,Nashville,Detroit
3116,7,875.88,5.65,619.8,Oklahoma City,San Francisco
8711,14,3308.88,3.54,119.97,Oakland,Austin
4550,24,1459.8,5.27,145.8,Dallas,Detroit
5761,8,194.64,5.85,2109.27,Dallas,Austin
1686,24,291.96,7.64,1691.93,Seattle,Boston
7065,13,1849.08,4.59,235.97,Portland,San Antonio
5911,22,2919.6,5.06,176.15,Charlotte,Oakland
4624,5,1070.52,5.77,236.28,Atlanta,Tampa
1510,19,1654.44,4.57,261.95,Fresno,Indianapolis
4268,14,1654.44,3.88,120.15,Boston,Houston
2235,16,2335.68,5.62,183.33,San Francisco,Omaha
1152,22,1167.84,5.29,590.17,Indianapolis,Phoenix
1757,4,3795.48,4.59,29.05,Tulsa,San Diego
7970,4,3990.12,5.9,179.11,San Antonio,Tampa
3822,6,1167.84,5.63,582.61,El Paso,San Jose
5427,23,1070.52,2.75,527.27,Charlotte,Houston
6536,14,4184.76,6.59,42.51,Tulsa,Houston
7748,10,681.24,4.94,897.06,Charlotte,San Diego
1411,2,3795.48,5.07,98.83,Houston,Long Beach
5894,9,778.56,8.03,1439.37,Portland,Fresno
4795,12,778.56,8.16,827.58,Oklahoma City,Indianapolis
6973,4,4184.76,6.34,39.97,Los Angeles,Oakland
3586,5,3503.52,4.57,56.08,Raleigh,Phoenix
3909,19,2043.72,3.84,126.47,Oklahoma City,Houston
7563,9,3698.16,3.99,155.86,Tulsa,Dallas
5922,24,1751.76,6.41,165.68,Long Beach,Oklahoma City
6638,9,1654.44,6.21,219.7,Sacramento,Denver
3780,17,1654.44,5.01,43.0,Las Vegas,Virginia Beach
7023,11,778.56,5.64,268.75,Denver,Las Vegas
4139,21,2043.72,4.78,784.63,Fort Worth,Fresno
8765,7,2141.04,4.74,606.12,Virginia Beach,El Paso
9793,3,1557.12,5.32,675.67,Detroit,San Diego
6326,21,2335.68,3.56,65.94,Boston,Oakland
4984,14,1167.84,5.83,357.29,Tampa,Sacramento
1093,7,1946.4,6.33,304.77,San Jose,Baltimore
8392,5,1946.4,5.6,970.86,Tulsa,Las Vegas
5231,7,2530.32,6.1,322.52,Mesa,Dallas
2241,13,291.96,4.25,481.03,Chicago,Philadelphia
3128,7,2627.64,6.82,143.61,Washington,Tulsa
5996,23,778.56,4.14,1950.91,Omaha,Albuquerque
4467,4,2238.36,3.79,339.1,Kansas City,Charlotte
8335,5,1362.48,5.75,174.78,Kansas City,Detroit
5905,14,1459.8,5.88,759.2,San Antonio,El Paso
2517,20,875.88,4.85,644.63,Nashville,Columbus
2649,22,2822.28,4.76,161.26,Milwaukee,Los Angeles
8765,23,2919.6,5.24,104.47,Tampa,Seattle
7782,11,1265.16,5.9,1009.78,Washington,San Antonio
6400,17,3016.92,4.3,169.9,Miami,Austin
1779,21,486.6,6.11,1842.61,Raleigh,Minneapolis
5952,11,1751.76,7.2,200.96,Oklahoma City,San Antonio
2894,24,194.64,6.72,316.83,Boston,Nashville
7516,13,3016.92,5.55,302.77,Jacksonville,Long Beach
4707,10,291.96,6.18,683.59,Colorado Springs,Sacramento
6594,24,1362.48,5.36,1538.07,Seattle,Houston
6053,8,875.88,4.71,881.36,Sacramento,Oakland
9245,9,486.6,4.28,2226.34,Charlotte,Washington
7704,23,291.96,5.58,1124.84,Sacramento,Tucson
3896,22,681.24,5.06,189.91,Houston,Austin
8021,12,583.92,4.59,1700.56,Albuquerque,Kansas City
4340,15,1167.84,6.74,300.03,Sacramento,Tampa
7540,14,1265.16,6.79,228.93,Atlanta,New Orleans
3777,17,291.96,3.93,1708.37,Memphis,Milwaukee
2510,24,291.96,4.99,459.56,Colorado Springs,Miami
6489,21,1167.84,6.27,118.78,Denver,Milwaukee
9104,4,2627.64,5.53,388.12,El Paso,Arlington
2931,7,583.92,6.84,1168.88,Indianapolis,Nashville
8543,4,681.24,4.91,2179.75,Mesa,Memphis
8309,20,1362.48,5.46,175.5,Milwaukee,Indianapolis
6887,4,1751.76,4.6,455.93,Fresno,San Francisco
4095,17,3990.12,5.73,134.09,Phoenix,Minneapolis
6023,22,778.56,5.42,862.54,Omaha,Albuquerque
3951,23,389.28,6.34,1207.52,Omaha,Virginia Beach
6512,13,291.96,4.5,3203.88,San Antonio,San Jose
5175,24,2043.72,6.28,481.39,Minneapolis,Oklahoma City
2884,20,3795.48,4.51,146.59,Los Angeles,Raleigh
3462,6,2335.68,3.52,176.81,Los Angeles,Portland
7810,23,583.92,4.36,1460.47,Dallas,Chicago
1682,18,1265.16,5.22,70.71,Washington,San Antonio
8438,24,1459.8,4.28,422.56,Columbus,Louisville
7375,9,2238.36,7.23,459.19,Jacksonville,Mesa
4296,7,973.2,6.75,611.07,Fresno,Virginia Beach
3992,11,3698.16,5.87,67.39,Tulsa,Dallas
6485,21,681.24,8.66,808.5,Albuquerque,Oklahoma City
9194,10,1946.4,6.06,342.23,Tulsa,Las Vegas
4506,24,875.88,6.65,161.79,Louisville,Kansas City
4080,14,291.96,4.55,3096.52,Fresno,Milwaukee
5676,3,3503.52,6.75,68.16,Arlington,Fort Worth
4587,23,3308.88,5.21,90.71,Minneapolis,Jacksonville
5521,10,1946.4,6.11,297.52,Denver,Colorado Springs
4352,3,778.56,7.7,1313.77,Boston,Fort Worth
3329,2,681.24,6.26,633.75,Virginia Beach,Atlanta
1062,19,1265.16,4.48,827.72,Atlanta,Detroit
9822,15,1459.8,6.52,54.6,Miami,Las Vegas
3394,17,2141.04,5.78,148.77,Miami,Washington
4594,20,583.92,4.81,462.11,Houston,San Jose
3001,19,3016.92,2.69,308.25,Los Angeles,Tucson
6637,7,291.96,5.63,4976.0,Long Beach,Minneapolis
2983,18,2627.64,4.66,347.9,Long Beach,San Francisco
3703,9,2919.6,6.67,185.89,Chicago,Tucson
7831,14,1167.84,7.02,80.74,Atlanta,Arlington
6823,13,4087.44,4.87,106.55,New Orleans,San Diego
3404,2,2627.64,5.83,556.12,Sacramento,Dallas
9015,6,4379.4,7.09,42.5,New Orleans,Phoenix
5388,19,2433.0,6.08,183.25,San Jose,Mesa
2281,17,1557.12,4.81,47.37,Fresno,New Orleans
5084,21,2043.72,6.92,550.35,Detroit,Chicago
9992,1,486.6,4.52,919.97,Kansas City,Tucson
5589,6,97.32,5.72,8880.97,El Paso,Boston
8717,22,973.2,5.69,294.63,Indianapolis,San Antonio
8396,11,291.96,6.31,1186.22,Baltimore,Tucson
1965,6,2530.32,4.27,23.13,Milwaukee,Phoenix
6796,22,389.28,7.81,252.71,Louisville,Tucson
6142,8,1654.44,4.6,309.73,Tampa,Milwaukee
4775,15,291.96,5.64,2201.39,Memphis,Oklahoma City
3613,13,1849.08,5.93,186.58,Las Vegas,Minneapolis
1601,19,194.64,5.68,3105.38,Dallas,Austin
7844,6,973.2,5.35,330.58,Detroit,Fresno
7986,1,97.32,5.2,3425.73,Charlotte,Columbus
9889,2,681.24,5.51,997.29,Detroit,Milwaukee
5771,6,194.64,6.26,434.04,Jacksonville,Columbus
6675,13,3114.24,4.62,113.34,Seattle,New Orleans
3748,8,1265.16,4.97,825.09,Albuquerque,Denver
5311,18,1946.4,5.35,316.0,Long Beach,Nashville
5030,15,778.56,4.84,1506.99,Los Angeles,San Jose
4335,13,389.28,4.43,507.43,Colorado Springs,Mesa
6042,18,389.28,4.94,1877.32,Los Angeles,Philadelphia
5988,13,1654.44,6.19,315.72,Milwaukee,Tampa
7446,6,97.32,5.63,1068.7,El Paso,Nashville
2420,3,486.6,7.18,435.82,Dallas,Columbus
5653,24,2433.0,5.62,49.44,Fort Worth,Kansas City
4785,10,583.92,5.24,1238.0,Houston,San Jose
1153,3,2433.0,5.2,80.58,Tucson,San Diego
3835,9,2724.96,6.5,53.12,Phoenix,Tucson
5462,5,97.32,6.44,8743.42,Seattle,Denver
9183,20,1070.52,4.36,406.53,Columbus,Chicago
6801,18,3795.48,4.35,210.26,Dallas,Tampa
3327,21,1751.76,6.26,310.48,Nashville,Raleigh
2584,1,3503.52,6.91,273.75,San Diego,Virginia Beach
8948,4,681.24,5.21,231.2,San Francisco,Dallas
5777,2,2043.72,4.96,274.56,Chicago,Detroit
7316,20,2433.0,5.86,54.28,Long Beach,Seattle
5210,22,2724.96,6.03,552.89,Baltimore,Los Angeles
4056,7,1167.84,5.86,143.4,Virginia Beach,Albuquerque
6320,4,1654.44,4.88,401.11,Washington,Chicago
6957,21,3795.48,6.91,112.78,Los Angeles,Raleigh
6293,16,1557.12,7.23,69.19,Phoenix,Boston
7444,11,4184.76,7.34,144.69,Chicago,Minneapolis
7302,23,3114.24,4.96,68.56,Dallas,Raleigh
7663,1,3114.24,7.72,76.92,New Orleans,Seattle
5451,1,1557.12,6.39,794.78,Nashville,San Antonio
7685,8,681.24,5.75,894.3,Tampa,Raleigh
2556,3,681.24,6.15,1743.46,Oklahoma City,Albuquerque
2811,16,2335.68,4.58,283.72,Portland,Los Angeles
4976,7,583.92,5.72,1287.58,Raleigh,Mesa
7178,10,1265.16,6.55,377.74,Memphis,Charlotte
8607,24,1362.48,5.78,339.76,Albuquerque,Minneapolis
7235,18,778.56,4.67,2429.79,Miami,Fresno
7149,3,97.32,7.34,2978.89,Oklahoma City,Portland
2196,15,1946.4,6.97,204.67,Philadelphia,Portland
5621,16,1557.12,4.96,562.78,Memphis,Jacksonville
9749,17,1654.44,4.51,113.84,Louisville,Minneapolis
9249,12,973.2,4.91,207.88,Miami,Albuquerque
1613,24,2335.68,4.22,181.96,Charlotte,Colorado Springs
4986,11,1265.16,5.33,275.43,Atlanta,Detroit
8027,18,583.92,6.18,2338.01,Los Angeles,San Diego
1717,9,2238.36,4.47,268.81,Oklahoma City,Los Angeles
5384,16,583.92,3.79,776.59,Fort Worth,San Antonio
7042,17,583.92,5.09,1055.78,Long Beach,Arlington
4467,8,583.92,5.73,118.8,San Antonio,Fort Worth
4269,5,389.28,6.01,1467.36,El Paso,Seattle
3773,11,97.32,4.84,10108.78,Tulsa,Minneapolis
3964,10,875.88,5.96,538.43,San Diego,Indianapolis
1960,7,3698.16,5.72,92.65,Tulsa,Dallas
1352,8,2335.68,5.72,327.75,Baltimore,Philadelphia
7795,8,2335.68,6.89,300.45,Seattle,Miami
2392,5,2627.64,4.89,75.2,Chicago,Baltimore
5264,2,2822.28,5.34,235.89,Long Beach,Columbus
5051,17,3698.16,6.17,78.24,Miami,Houston
1099,15,973.2,4.57,107.25,Dallas,Denver
3571,15,1459.8,6.37,484.77,Fort Worth,Memphis
1370,21,778.56,5.34,260.97,San Jose,Seattle
7632,22,389.28,4.11,578.67,San Jose,Philadelphia
2544,6,681.24,6.32,1055.43,Austin,Houston
5676,17,291.96,4.24,920.25,Atlanta,Fresno
5042,11,389.28,6.2,474.4,Fresno,Kansas City
1923,8,1362.48,3.38,274.92,El Paso,Sacramento
9439,15,875.88,5.74,517.31,Sacramento,Oakland
5024,23,3600.84,3.73,158.7,New Orleans,Fort Worth
4504,13,2627.64,5.35,139.97,Kansas City,Austin
8299,13,681.24,5.66,1150.59,Albuquerque,Oklahoma City
5094,6,2822.28,5.38,43.95,Indianapolis,Minneapolis
2684,1,2043.72,6.15,56.42,Long Beach,El Paso
3752,1,2043.72,6.72,42.19,Columbus,Mesa
2701,9,1362.48,6.42,478.63,Seattle,Houston
4360,6,583.92,5.51,1888.95,Los Angeles,San Diego
5122,16,1946.4,4.25,45.53,Seattle,Kansas City
4336,9,2238.36,4.57,262.14,San Diego,Milwaukee
8191,11,486.6,4.15,993.93,Fresno,Louisville
4581,5,1070.52,6.64,222.78,Oakland,Fresno
3511,1,1167.84,5.25,233.43,Seattle,Philadelphia
7343,3,1362.48,6.11,414.41,Albuquerque,Minneapolis
3983,8,194.64,5.03,2464.14,Milwaukee,Louisville
7398,22,194.64,6.18,2153.12,Dallas,Austin
9229,22,973.2,5.86,256.59,Louisville,Denver
5203,23,583.92,5.15,921.49,San Diego,Los Angeles
